age,marital,education,balance,housing,loan,duration,y
56,divorced,primary,4,yes,no,31,no
40,single,unknown,419,yes,no,112,no
41,divorced,secondary,322,yes,no,87,no
53,married,secondary,303,yes,no,593,no
39,married,secondary,607,yes,no,99,no
44,divorced,secondary,579,yes,no,198,no
38,married,secondary,3047,yes,no,285,no
54,divorced,secondary,83,yes,no,190,no
58,married,tertiary,68,yes,no,172,no
52,married,primary,58,yes,no,213,no
28,single,secondary,251,yes,no,178,no
36,married,secondary,688,yes,no,174,no
60,married,primary,364,yes,no,631,no
42,divorced,secondary,55,yes,no,176,no
42,married,secondary,101,yes,no,32,no
44,married,tertiary,105,yes,no,1529,no
51,divorced,primary,325,yes,no,254,no
49,married,primary,198,yes,no,200,no
47,married,unknown,209,yes,no,135,no
37,married,secondary,183,yes,no,112,no
34,married,tertiary,105,yes,no,314,no
35,married,secondary,109,yes,no,597,no
35,single,secondary,376,yes,yes,207,no
40,married,primary,-7,yes,no,410,no
55,married,secondary,0,no,no,160,no
55,married,secondary,143,yes,no,42,no
35,single,tertiary,550,yes,no,55,no
57,married,primary,162,yes,no,155,no
53,married,tertiary,115,yes,no,336,no
41,married,primary,512,yes,no,233,no
57,married,unknown,807,yes,no,211,no
45,married,unknown,248,yes,no,88,no
43,married,primary,1211,yes,no,208,no
56,married,unknown,7,no,no,305,no
31,married,tertiary,281,yes,no,206,no
37,single,secondary,88,yes,no,128,no
30,married,tertiary,32,yes,no,122,no
30,single,secondary,115,yes,no,66,no
54,married,secondary,254,yes,no,66,no
36,married,tertiary,144,yes,no,164,no
55,married,tertiary,383,no,no,343,no
37,single,secondary,569,yes,yes,126,no
38,married,secondary,0,yes,no,59,no
48,married,secondary,3754,yes,no,249,no
55,divorced,tertiary,6920,yes,no,406,no
59,married,secondary,307,yes,yes,250,no
37,married,secondary,-421,yes,no,183,no
33,divorced,secondary,60,no,no,190,no
44,married,primary,67,yes,no,220,no
57,married,secondary,402,yes,no,153,no
30,single,tertiary,800,no,no,95,no
42,married,tertiary,239,yes,yes,191,no
51,divorced,secondary,421,yes,no,216,no
44,divorced,secondary,161,yes,no,89,no
46,married,secondary,289,no,no,51,no
29,single,secondary,110,yes,no,169,no
39,married,primary,245,yes,no,148,no
42,married,secondary,0,yes,no,132,no
50,married,primary,156,yes,no,117,no
42,single,secondary,0,yes,no,275,no
39,married,secondary,20,yes,no,124,no
55,single,tertiary,92,yes,no,118,no
46,married,secondary,89,yes,no,479,no
42,married,secondary,166,yes,no,285,no
45,married,tertiary,103,yes,no,35,no
43,married,primary,-454,yes,no,322,no
42,married,secondary,445,yes,no,202,no
30,married,secondary,4,no,no,172,no
47,married,secondary,1001,yes,no,201,no
51,divorced,secondary,-69,yes,no,216,no
38,single,secondary,42,yes,no,195,no
57,married,unknown,1617,yes,no,96,no
42,divorced,tertiary,221,yes,no,720,no
32,divorced,secondary,210,yes,yes,188,no
46,married,tertiary,0,no,no,70,no
29,single,tertiary,185,yes,no,141,no
59,married,secondary,836,yes,no,106,no
32,single,secondary,301,yes,no,395,no
44,married,primary,503,yes,no,629,no
40,married,primary,407,yes,no,502,no
31,single,secondary,53,yes,no,446,no
46,married,tertiary,2303,yes,no,241,no
43,married,tertiary,144,yes,no,131,no
34,married,secondary,205,yes,no,312,no
39,married,tertiary,305,yes,no,275,no
30,divorced,secondary,251,yes,yes,120,no
56,married,secondary,0,yes,no,333,no
29,married,secondary,8,no,no,113,no
40,divorced,secondary,139,yes,no,91,no
36,married,secondary,184,yes,no,128,no
37,single,secondary,238,yes,no,200,no
35,married,secondary,0,no,no,326,no
35,married,primary,0,yes,no,292,no
47,married,primary,222,yes,no,68,no
31,married,secondary,414,yes,no,215,no
56,single,primary,223,yes,no,97,no
57,married,secondary,197,no,no,32,no
36,married,secondary,-251,yes,no,162,no
45,divorced,secondary,-139,yes,no,152,no
47,married,unknown,733,yes,no,268,no
29,single,tertiary,0,yes,no,104,no
57,married,secondary,1,no,no,852,no
45,married,primary,97,yes,no,923,no
31,single,primary,435,yes,no,159,no
31,divorced,tertiary,0,yes,no,953,no
37,single,tertiary,147,no,no,416,no
30,single,tertiary,3,yes,no,174,no
58,divorced,secondary,1109,yes,yes,180,no
33,married,secondary,404,yes,no,139,no
39,married,primary,981,yes,no,294,no
33,single,primary,95,yes,no,102,no
34,married,secondary,302,yes,no,124,no
36,divorced,secondary,-290,yes,yes,128,no
37,single,secondary,259,yes,no,130,no
35,married,secondary,527,yes,yes,143,no
55,married,secondary,102,yes,no,74,no
34,single,tertiary,872,yes,no,105,no
40,divorced,tertiary,490,yes,no,477,no
42,single,primary,19,yes,no,158,no
37,married,secondary,16,yes,no,250,no
42,married,tertiary,386,yes,no,168,no
35,single,secondary,539,yes,no,520,no
44,divorced,secondary,-329,yes,no,171,no
30,single,secondary,-174,yes,no,113,no
45,married,secondary,68,yes,no,254,no
35,single,unknown,-532,yes,no,149,no
36,divorced,secondary,0,yes,no,133,no
49,married,secondary,64,yes,no,293,no
31,single,secondary,1415,yes,no,485,no
31,single,secondary,147,yes,no,374,no
39,married,secondary,72,yes,no,425,no
37,single,secondary,-196,yes,no,207,no
33,married,primary,716,yes,no,83,no
37,married,tertiary,0,yes,no,228,no
42,married,secondary,-246,yes,no,149,no
56,married,secondary,-203,yes,no,139,no
37,single,secondary,245,yes,yes,732,yes
36,single,secondary,342,yes,no,142,no
29,single,tertiary,3,yes,no,359,no
54,married,tertiary,-248,yes,yes,112,no
38,married,secondary,376,yes,no,1521,no
43,divorced,secondary,370,yes,no,216,no
47,single,secondary,594,yes,no,161,no
47,married,secondary,387,yes,no,122,no
38,married,secondary,208,yes,no,800,no
40,married,secondary,563,yes,no,615,no
33,divorced,secondary,392,yes,yes,254,no
33,married,secondary,165,no,no,111,no
53,divorced,unknown,236,yes,no,354,no
37,married,primary,52,yes,no,359,no
40,single,tertiary,1265,yes,no,97,no
37,married,primary,693,yes,no,327,no
35,married,secondary,118,yes,no,236,no
49,married,primary,3659,yes,no,160,no
26,single,secondary,24,yes,no,180,no
38,single,tertiary,673,yes,no,184,no
52,married,secondary,273,no,no,227,no
33,divorced,secondary,327,yes,no,109,no
31,single,secondary,299,yes,no,492,no
32,married,secondary,0,yes,no,298,no
35,single,primary,109,yes,no,83,no
55,divorced,tertiary,552,no,no,241,no
32,divorced,primary,473,yes,no,204,no
37,single,unknown,414,yes,no,131,no
45,married,secondary,154,yes,no,1138,yes
31,married,secondary,344,yes,no,123,no
38,married,secondary,8,yes,no,125,no
37,married,secondary,78,yes,no,295,no
38,married,secondary,266,yes,no,287,no
33,married,tertiary,98,yes,yes,109,no
38,married,primary,83,yes,no,140,no
37,single,tertiary,45,yes,no,204,no
29,married,tertiary,8,yes,no,233,no
42,married,tertiary,263,yes,no,254,no
40,married,secondary,306,yes,no,184,no
32,married,tertiary,233,yes,no,193,no
47,divorced,tertiary,447,no,yes,126,no
29,single,secondary,872,yes,no,230,no
53,divorced,primary,-291,yes,yes,591,yes
31,married,tertiary,309,yes,yes,294,no
59,married,secondary,202,yes,no,173,no
29,married,primary,56,yes,yes,336,no
59,married,primary,229,yes,yes,19,no
44,married,primary,143,yes,no,153,no
38,single,secondary,100,yes,no,786,yes
49,married,secondary,326,yes,no,99,no
43,married,secondary,167,yes,no,243,no
52,single,secondary,545,yes,no,260,no
40,married,secondary,2100,yes,yes,164,no
32,married,secondary,0,yes,yes,255,no
47,married,primary,192,yes,no,47,no
33,married,tertiary,442,yes,no,463,no
35,married,tertiary,267,yes,no,192,no
27,single,secondary,0,yes,no,388,no
50,married,primary,377,yes,no,221,no
44,married,secondary,7624,no,no,126,no
43,married,primary,66,yes,no,175,no
51,married,unknown,37,yes,no,256,no
32,single,secondary,64,yes,no,202,no
47,divorced,tertiary,34,yes,no,104,no
34,divorced,secondary,627,yes,no,283,no
57,married,primary,1013,yes,no,448,no
43,single,secondary,140,yes,no,127,no
40,single,tertiary,8823,yes,no,378,no
28,single,secondary,97,yes,no,67,no
38,married,unknown,5,yes,no,221,no
37,divorced,secondary,74,yes,no,150,no
44,married,secondary,58544,yes,no,144,no
41,married,secondary,169,yes,no,296,no
37,married,tertiary,444,yes,no,401,no
30,single,tertiary,542,yes,no,435,no
32,married,secondary,-205,yes,no,388,no
30,single,tertiary,112,yes,no,245,no
35,married,secondary,39,no,no,143,no
55,married,secondary,1268,yes,no,223,no
52,married,secondary,-98,yes,no,423,no
33,married,secondary,44,yes,yes,231,no
55,married,primary,-90,yes,yes,634,no
33,married,secondary,0,no,no,107,no
40,married,secondary,-94,yes,yes,227,no
39,married,secondary,-345,yes,no,69,no
54,married,secondary,-932,yes,no,799,no
39,married,primary,20,yes,no,109,no
49,married,secondary,90,yes,no,127,no
52,married,secondary,31,yes,no,120,no
27,single,tertiary,134,yes,yes,68,no
26,married,secondary,0,yes,no,180,no
40,married,secondary,61,yes,no,112,no
47,married,secondary,-5,yes,no,444,no
31,single,secondary,-45,no,no,246,no
53,single,secondary,156,yes,yes,259,no
31,married,secondary,564,yes,no,223,no
33,married,secondary,-6,yes,no,566,no
35,married,secondary,528,no,no,274,no
46,married,unknown,1481,yes,no,49,no
31,married,secondary,2019,no,no,380,no
35,single,secondary,1855,yes,no,138,no
29,married,secondary,147,yes,yes,376,no
51,married,secondary,220,yes,no,421,no
33,married,primary,198,yes,no,121,no
37,married,tertiary,115,no,no,36,no
43,single,unknown,87,yes,no,328,no
42,married,tertiary,644,yes,no,19,no
28,married,secondary,225,yes,yes,866,no
57,married,secondary,502,yes,no,229,no
38,married,secondary,-32,yes,no,154,no
39,married,primary,106,yes,no,56,no
36,married,tertiary,301,yes,no,1581,no
57,married,tertiary,906,yes,no,117,no
44,married,unknown,187,yes,no,185,no
48,divorced,secondary,852,yes,yes,202,no
46,married,primary,143,yes,no,279,no
43,married,secondary,71,no,no,180,no
49,married,secondary,1496,yes,no,218,no
29,single,secondary,703,yes,no,129,no
53,married,secondary,732,yes,no,530,no
30,single,secondary,21,yes,no,104,no
41,divorced,secondary,276,yes,no,60,no
33,married,secondary,0,yes,no,432,no
47,married,primary,550,yes,no,113,no
58,married,secondary,268,yes,no,516,no
31,married,secondary,-825,yes,no,179,no
38,single,secondary,137,yes,yes,125,no
60,married,secondary,42,yes,yes,386,no
33,single,tertiary,54,no,no,262,no
33,single,tertiary,1716,yes,no,396,no
52,married,primary,270,yes,no,294,no
42,married,primary,803,yes,no,171,no
30,single,secondary,102,yes,no,614,no
33,divorced,tertiary,188,yes,no,118,no
46,divorced,secondary,207,yes,no,485,no
51,married,primary,1466,yes,no,406,no
40,single,secondary,350,yes,no,287,no
50,married,secondary,159,yes,no,216,no
42,married,tertiary,157,yes,yes,650,no
38,married,secondary,0,no,no,55,no
36,single,primary,91,yes,no,371,no
37,divorced,primary,849,yes,no,166,no
33,married,tertiary,436,yes,no,48,no
38,single,secondary,-1,yes,no,72,no
52,married,tertiary,297,yes,no,55,no
29,married,secondary,313,yes,yes,144,no
37,married,primary,310,yes,no,474,no
34,married,secondary,475,yes,no,559,no
43,married,primary,61,yes,no,261,no
49,married,secondary,1377,yes,no,1101,no
33,single,secondary,56,no,no,236,no
47,married,unknown,0,yes,no,164,no
50,married,secondary,73,no,no,93,no
30,single,primary,660,yes,no,912,no
44,married,primary,-79,yes,no,179,no
44,divorced,secondary,558,yes,no,485,no
30,single,secondary,342,yes,no,206,no
40,married,unknown,-4,yes,no,311,no
41,married,unknown,225,yes,no,690,no
34,married,primary,267,yes,no,362,no
53,married,primary,46,yes,no,274,no
35,married,primary,624,yes,no,163,no
34,divorced,secondary,1107,yes,yes,345,no
39,single,secondary,573,yes,no,329,no
39,single,tertiary,406,yes,no,68,no
52,divorced,secondary,220,yes,no,143,no
34,married,secondary,2308,yes,no,1062,no
37,divorced,primary,139,yes,no,71,no
39,married,secondary,367,yes,no,106,no
52,divorced,primary,278,yes,no,688,no
35,married,primary,229,yes,no,103,no
36,married,tertiary,1722,yes,no,349,no
48,married,secondary,-500,yes,no,78,no
31,divorced,secondary,308,yes,no,194,no
43,divorced,tertiary,1026,yes,yes,224,no
43,single,primary,548,yes,no,98,no
39,married,secondary,356,yes,yes,607,no
40,married,primary,164,yes,no,398,no
58,married,tertiary,211,no,no,103,no
31,married,primary,19,yes,no,241,no
41,married,secondary,108,yes,yes,203,no
37,married,tertiary,308,yes,no,96,no
44,divorced,secondary,7,yes,yes,238,no
37,married,tertiary,16,yes,yes,153,no
39,married,primary,867,yes,no,481,no
41,single,secondary,277,yes,no,2177,no
52,divorced,primary,196,yes,no,119,no
29,single,primary,365,yes,yes,245,no
60,divorced,secondary,1310,no,no,152,no
32,married,secondary,186,no,no,418,no
50,single,primary,148,yes,no,198,no
56,married,primary,862,yes,yes,198,no
48,married,secondary,359,yes,no,374,no
29,married,primary,190,no,no,51,no
40,married,secondary,4,yes,yes,263,no
42,divorced,secondary,0,yes,no,229,no
34,married,secondary,42,yes,no,154,no
23,single,tertiary,2605,yes,no,278,no
30,single,tertiary,60,yes,yes,306,no
51,married,primary,98,yes,no,114,no
52,single,secondary,-181,yes,no,94,no
45,married,secondary,118,yes,no,208,no
41,married,secondary,-15,yes,no,169,no
27,single,secondary,671,yes,no,332,no
50,married,secondary,1557,yes,no,263,no
36,married,primary,-20,yes,no,353,no
46,married,primary,323,yes,no,108,no
44,married,primary,-171,yes,no,441,no
47,married,secondary,438,yes,no,46,no
40,married,secondary,316,yes,no,266,no
36,single,secondary,174,yes,no,223,no
46,married,secondary,442,yes,no,105,no
58,married,secondary,786,yes,no,165,no
30,divorced,tertiary,-317,yes,no,381,no
43,married,secondary,667,yes,no,228,no
29,single,secondary,-158,yes,no,128,no
41,married,tertiary,72,yes,no,764,no
44,married,primary,58,yes,no,113,no
44,divorced,secondary,396,yes,yes,396,no
59,married,primary,10,yes,no,133,no
39,single,unknown,2887,yes,no,42,no
42,married,secondary,0,no,no,234,no
31,married,secondary,89,no,no,297,no
29,single,primary,50,yes,no,50,no
39,single,secondary,29,yes,no,214,no
44,married,primary,420,yes,no,110,no
49,single,primary,114,yes,no,99,no
39,married,secondary,365,yes,no,274,no
27,single,secondary,0,yes,no,191,no
56,married,primary,-24,yes,no,305,no
43,married,tertiary,743,yes,no,134,no
37,married,primary,0,no,no,112,no
54,single,secondary,99,yes,no,283,no
38,married,secondary,22,yes,yes,353,no
31,married,primary,251,yes,no,212,no
34,married,secondary,615,yes,no,225,no
35,married,primary,136,yes,no,283,no
44,single,unknown,2167,yes,no,1273,no
30,married,secondary,309,yes,no,1574,yes
51,married,secondary,221,yes,no,139,no
37,married,primary,321,yes,no,228,no
39,married,tertiary,-33,yes,no,62,no
33,single,tertiary,76,yes,no,256,no
37,divorced,tertiary,42,yes,no,564,no
46,single,secondary,76,yes,no,245,no
32,married,secondary,1293,yes,no,161,no
43,married,primary,526,yes,no,79,no
59,divorced,unknown,873,yes,no,152,no
46,married,primary,40,yes,no,591,no
47,married,primary,117,yes,no,113,no
31,single,secondary,671,yes,no,193,no
30,married,primary,145,yes,no,299,no
38,married,primary,1807,no,no,348,no
44,single,secondary,-212,yes,yes,103,no
52,married,unknown,133,yes,no,253,no
29,single,secondary,566,no,no,127,no
43,married,tertiary,1924,yes,no,244,no
47,married,primary,145,yes,no,157,no
43,married,primary,487,yes,no,548,no
52,divorced,primary,-57,yes,no,114,no
32,single,secondary,81,yes,no,126,no
40,single,secondary,-227,yes,no,161,no
57,divorced,secondary,2710,yes,yes,333,no
30,divorced,secondary,98,yes,no,155,no
48,married,secondary,1230,yes,yes,152,no
46,married,secondary,78,yes,yes,145,no
59,divorced,primary,137,yes,yes,66,no
50,married,primary,354,yes,no,123,no
50,divorced,primary,149,yes,no,74,no
33,divorced,secondary,126,yes,no,248,no
39,single,unknown,0,yes,no,130,no
57,divorced,secondary,8266,yes,no,71,no
49,married,unknown,51,yes,no,984,no
41,married,primary,258,yes,no,252,no
43,married,primary,117,yes,no,84,no
29,married,tertiary,199,yes,yes,1689,yes
56,married,primary,219,yes,no,130,no
46,married,secondary,1571,yes,no,489,no
42,married,primary,223,yes,no,41,no
36,married,primary,-79,no,no,159,no
29,married,primary,321,yes,no,196,no
43,single,secondary,2527,yes,no,276,no
48,married,secondary,5,yes,no,697,no
38,single,primary,20,yes,no,81,no
46,married,secondary,1045,yes,yes,149,no
44,married,secondary,1,yes,no,281,no
28,married,tertiary,3,yes,no,122,no
28,married,primary,-55,yes,no,361,no
36,divorced,secondary,141,yes,no,319,no
37,married,secondary,374,yes,no,944,no
56,married,primary,93,yes,no,282,no
46,single,tertiary,460,yes,no,1102,yes
34,divorced,secondary,78,yes,no,35,no
32,married,secondary,135,yes,no,143,no
33,married,secondary,367,yes,yes,22,no
36,single,secondary,248,yes,no,90,no
35,married,secondary,630,yes,no,17,no
44,single,secondary,-30,yes,no,404,no
37,married,secondary,157,yes,no,238,no
48,divorced,secondary,268,yes,no,71,no
38,married,secondary,164,yes,no,309,no
44,married,secondary,-97,yes,no,408,no
31,divorced,secondary,53,yes,no,128,no
35,divorced,tertiary,788,yes,no,297,no
54,divorced,secondary,1904,yes,yes,280,no
28,single,secondary,260,yes,no,374,no
38,married,primary,447,yes,no,365,no
48,married,secondary,720,yes,no,177,no
31,married,tertiary,2827,yes,no,238,no
